wins,wins_by_sub,losses,losses_by_sub,opponent_wins,opponent_wins_by_sub,opponent_losses,opponent_losses_by_sub,wins_vs_opponent,wins_vs_opponent_by_sub,losses_vs_opponent,losses_vs_opponent_by_sub,result
22,14,10,2,243,135,49,22,1,1,3,1,3
22,14,10,2,130,63,19,5,0,0,3,1,3
22,14,10,2,243,135,49,22,1,1,3,1,3
22,14,10,2,81,13,42,6,0,0,1,0,3
22,14,10,2,130,63,19,5,0,0,3,1,3
22,14,10,2,130,63,19,5,0,0,3,1,2
22,14,10,2,77,21,21,4,0,0,1,0,3
22,14,10,2,74,39,41,20,0,0,1,0,3
22,14,10,2,243,135,49,22,1,1,3,1,2
22,14,10,2,71,19,10,2,0,0,1,0,3
22,14,10,2,128,41,47,11,1,0,0,0,1
22,14,10,2,146,44,62,22,2,2,0,0,0
22,14,10,2,53,25,38,12,1,0,0,0,1
22,14,10,2,11,2,9,2,1,0,0,0,1
22,14,10,2,146,44,62,22,2,2,0,0,0
22,14,10,2,243,135,49,22,1,1,3,1,0
40,28,25,10,101,31,52,20,1,0,1,0,3
40,28,25,10,157,73,27,4,0,0,3,3,2
40,28,25,10,53,25,38,12,0,0,1,0,3
40,28,25,10,50,33,29,7,0,0,1,1,2
40,28,25,10,157,73,27,4,0,0,3,3,2
40,28,25,10,111,55,29,2,0,0,1,1,2
40,28,25,10,157,73,27,4,0,0,3,3,2
40,28,25,10,95,49,26,10,0,0,2,2,2
40,28,25,10,67,23,21,2,0,0,2,1,3
40,28,25,10,56,7,40,6,0,0,1,0,3
40,28,25,10,115,39,71,10,0,0,1,0,3
40,28,25,10,182,113,34,3,0,0,1,0,3
40,28,25,10,77,21,21,4,0,0,1,0,3
40,28,25,10,95,49,26,10,0,0,2,2,2
40,28,25,10,128,41,47,11,0,0,1,0,3
40,28,25,10,60,40,58,26,0,0,1,0,3
40,28,25,10,67,23,21,2,0,0,2,1,2
40,28,25,10,51,20,20,8,0,0,1,1,2
40,28,25,10,89,37,35,10,0,0,1,0,3
40,28,25,10,74,25,33,8,0,0,1,0,3
40,28,25,10,67,19,46,15,0,0,1,0,3
40,28,25,10,23,7,18,5,0,0,1,0,3
40,28,25,10,41,15,19,4,0,0,1,1,2
40,28,25,10,57,17,25,5,1,1,1,0,3
40,28,25,10,89,37,41,10,1,0,1,0,3
40,28,25,10,156,83,61,6,1,1,0,0,0
40,28,25,10,13,2,6,0,1,0,0,0,1
40,28,25,10,101,31,52,20,1,0,1,0,1
40,28,25,10,77,14,57,15,1,1,0,0,0
40,28,25,10,74,39,41,20,1,0,0,0,1
40,28,25,10,17,5,37,8,1,0,0,0,1
40,28,25,10,72,41,46,19,1,1,0,0,0
40,28,25,10,57,17,25,5,1,1,1,0,0
40,28,25,10,89,37,41,10,1,0,1,0,1
40,28,25,10,66,51,30,10,1,0,0,0,1
40,28,25,10,65,43,53,21,1,1,0,0,0
40,28,25,10,101,23,43,11,1,1,0,0,0
65,43,53,21,27,21,19,15,0,0,1,1,2
65,43,53,21,57,17,25,5,0,0,2,0,3
65,43,53,21,23,7,18,5,0,0,1,0,3
65,43,53,21,40,28,25,10,0,0,1,1,2
65,43,53,21,157,73,27,4,0,0,1,1,2
65,43,53,21,95,49,26,10,0,0,1,1,2
65,43,53,21,89,37,35,10,0,0,2,2,2
65,43,53,21,77,22,31,10,0,0,1,0,3
65,43,53,21,18,11,16,1,0,0,1,1,2
65,43,53,21,77,21,21,4,0,0,2,0,3
65,43,53,21,57,17,25,5,0,0,2,0,3
65,43,53,21,81,13,42,6,0,0,1,0,3
65,43,53,21,74,25,33,8,0,0,1,0,3
65,43,53,21,182,113,34,3,0,0,3,1,3
65,43,53,21,77,14,57,15,1,1,3,0,3
65,43,53,21,166,47,52,4,0,0,1,0,3
65,43,53,21,89,37,35,10,0,0,2,2,2
65,43,53,21,253,52,35,9,0,0,1,1,2
65,43,53,21,89,37,41,10,0,0,2,2,2
65,43,53,21,92,24,40,2,0,0,1,0,3
65,43,53,21,80,64,5,1,1,0,2,2,2
65,43,53,21,43,36,14,3,0,0,2,2,2
65,43,53,21,51,20,20,8,0,0,1,0,3
65,43,53,21,182,113,34,3,0,0,3,1,2
65,43,53,21,41,15,19,4,0,0,1,0,3
65,43,53,21,42,26,21,5,2,1,2,1,3
65,43,53,21,77,14,57,15,1,1,3,0,3
65,43,53,21,77,14,57,15,1,1,3,0,3
65,43,53,21,42,26,21,5,2,1,2,1,2
65,43,53,21,52,28,26,6,0,0,1,0,3
65,43,53,21,90,12,56,7,0,0,1,0,3
65,43,53,21,40,10,29,8,0,0,1,0,3
65,43,53,21,48,10,33,4,0,0,1,0,3
65,43,53,21,63,20,31,19,0,0,2,0,3
65,43,53,21,77,21,21,4,0,0,2,0,3
65,43,53,21,182,113,34,3,0,0,3,1,3
65,43,53,21,83,18,39,15,0,0,1,0,3
65,43,53,21,87,28,12,4,0,0,1,0,3
65,43,53,21,89,37,41,10,0,0,2,2,2
65,43,53,21,43,36,14,3,0,0,2,2,2
65,43,53,21,63,16,29,7,0,0,1,0,3
65,43,53,21,63,20,31,19,0,0,2,0,3
65,43,53,21,60,40,58,26,0,0,1,0,3
65,43,53,21,138,72,14,4,0,0,1,0,3
65,43,53,21,11,6,2,0,0,0,2,0,3
65,43,53,21,11,6,2,0,0,0,2,0,3
65,43,53,21,22,9,8,0,0,0,1,1,2
65,43,53,21,80,64,5,1,1,0,2,2,2
65,43,53,21,80,64,5,1,1,0,2,2,1
65,43,53,21,42,26,21,5,2,1,2,1,1
65,43,53,21,12,4,8,2,1,0,0,0,1
65,43,53,21,48,19,27,11,1,1,0,0,0
65,43,53,21,77,14,57,15,1,1,3,0,0
65,43,53,21,146,44,62,22,2,2,0,0,0
65,43,53,21,42,33,24,11,1,0,0,0,1
65,43,53,21,12,7,7,4,1,0,0,0,1
65,43,53,21,17,8,16,4,1,1,0,0,0
65,43,53,21,42,26,21,5,2,1,2,1,0
65,43,53,21,146,44,62,22,2,2,0,0,0
65,43,53,21,26,4,26,2,0,0,0,0,4
65,43,53,21,130,63,19,5,1,1,0,0,0
65,43,53,21,9,6,6,3,1,1,0,0,0
65,43,53,21,8,3,3,1,1,1,0,0,0
25,9,16,3,111,29,55,9,0,0,2,0,3
25,9,16,3,63,21,34,9,1,0,2,0,3
25,9,16,3,12,3,9,2,1,0,2,0,3
25,9,16,3,42,16,18,0,0,0,1,1,2
25,9,16,3,199,71,22,1,0,0,1,0,3
25,9,16,3,15,3,14,3,0,0,1,1,2
25,9,16,3,111,29,55,9,0,0,2,0,3
25,9,16,3,12,3,9,2,1,0,2,0,3
25,9,16,3,78,23,17,5,0,0,1,0,3
25,9,16,3,31,14,10,1,0,0,1,0,3
25,9,16,3,63,21,34,9,1,0,2,0,3
25,9,16,3,63,21,34,9,1,0,2,0,1
25,9,16,3,12,3,9,2,1,0,2,0,1
25,9,16,3,29,15,20,2,1,0,0,0,1
25,9,16,3,27,23,22,8,1,0,0,0,1
25,9,16,3,23,14,20,9,1,1,0,0,0
12,10,10,3,216,112,24,0,0,0,1,1,2
12,10,10,3,63,21,34,9,0,0,1,0,3
12,10,10,3,111,29,55,9,0,0,2,1,2
12,10,10,3,111,29,55,9,0,0,2,1,3
12,10,10,3,109,48,55,17,0,0,1,0,3
12,10,10,3,23,14,20,9,0,0,1,1,2
9,2,5,3,52,29,20,6,0,0,1,1,2
9,2,5,3,40,12,16,4,0,0,1,0,3
9,2,5,3,12,1,4,1,1,0,0,0,1
9,2,5,3,9,3,21,5,1,0,0,0,1
179,85,39,11,31,9,21,1,0,0,1,0,3
179,85,39,11,160,78,42,6,0,0,3,1,3
179,85,39,11,77,14,57,15,3,1,1,0,3
179,85,39,11,160,78,42,6,0,0,3,1,2
179,85,39,11,41,5,12,5,0,0,1,0,3
179,85,39,11,130,63,19,5,0,0,5,2,2
179,85,39,11,130,63,19,5,0,0,5,2,3
179,85,39,11,115,32,33,10,1,1,1,0,3
179,85,39,11,149,60,33,4,0,0,1,0,3
179,85,39,11,57,20,21,6,0,0,1,0,3
179,85,39,11,160,78,42,6,0,0,3,1,3
179,85,39,11,81,13,42,6,4,1,2,0,3
179,85,39,11,182,113,34,3,0,0,2,1,2
179,85,39,11,92,24,40,2,0,0,1,0,3
179,85,39,11,160,71,46,7,0,0,1,0,3
179,85,39,11,130,63,19,5,0,0,5,2,2
179,85,39,11,130,63,19,5,0,0,5,2,3
179,85,39,11,130,63,19,5,0,0,5,2,3
179,85,39,11,72,31,25,7,1,0,1,0,3
179,85,39,11,71,19,10,2,1,0,2,0,3
179,85,39,11,101,31,52,20,1,0,1,0,3
179,85,39,11,87,28,12,4,0,0,5,3,3
179,85,39,11,71,19,10,2,1,0,2,0,3
179,85,39,11,87,28,12,4,0,0,5,3,2
179,85,39,11,87,28,12,4,0,0,5,3,3
179,85,39,11,87,28,12,4,0,0,5,3,2
179,85,39,11,87,28,12,4,0,0,5,3,2
179,85,39,11,62,37,21,3,0,0,1,0,3
179,85,39,11,14,5,7,3,0,0,1,0,3
179,85,39,11,81,13,42,6,4,1,2,0,3
179,85,39,11,110,76,34,17,0,0,1,1,2
179,85,39,11,20,4,7,2,0,0,1,0,3
179,85,39,11,10,1,1,0,0,0,1,0,3
179,85,39,11,43,36,14,3,0,0,1,1,2
179,85,39,11,182,113,34,3,0,0,2,1,3
179,85,39,11,9,6,6,3,0,0,1,1,2
179,85,39,11,101,23,43,11,1,0,0,0,1
179,85,39,11,74,39,41,20,4,1,0,0,1
179,85,39,11,89,37,41,10,1,0,0,0,1
179,85,39,11,112,37,16,7,1,1,0,0,0
179,85,39,11,36,21,22,2,1,0,0,0,1
179,85,39,11,77,14,57,15,3,1,1,0,0
179,85,39,11,81,13,42,6,4,1,2,0,1
179,85,39,11,48,10,33,4,1,0,0,0,1
179,85,39,11,19,11,22,11,1,1,0,0,0
179,85,39,11,45,7,28,11,3,3,0,0,0
179,85,39,11,26,19,10,2,1,1,0,0,0
179,85,39,11,45,7,28,11,3,3,0,0,0
179,85,39,11,25,9,27,12,1,1,0,0,0
179,85,39,11,99,76,27,6,4,1,0,0,1
179,85,39,11,243,135,49,22,1,1,0,0,0
179,85,39,11,74,39,41,20,4,1,0,0,1
179,85,39,11,88,38,31,3,1,0,0,0,1
179,85,39,11,74,39,41,20,4,1,0,0,0
179,85,39,11,74,39,41,20,4,1,0,0,1
179,85,39,11,81,13,42,6,4,1,2,0,1
179,85,39,11,81,13,42,6,4,1,2,0,1
179,85,39,11,99,76,27,6,4,1,0,0,1
179,85,39,11,77,14,57,15,3,1,1,0,1
179,85,39,11,42,26,21,5,1,0,0,0,1
179,85,39,11,99,76,27,6,4,1,0,0,0
179,85,39,11,33,16,18,6,2,1,0,0,0
179,85,39,11,86,32,21,4,1,0,0,0,1
179,85,39,11,24,13,11,3,1,0,0,0,1
179,85,39,11,77,14,57,15,3,1,1,0,1
179,85,39,11,99,76,27,6,4,1,0,0,1
179,85,39,11,14,3,7,2,1,1,0,0,0
179,85,39,11,70,49,18,8,1,1,0,0,0
179,85,39,11,42,10,19,7,2,1,0,0,0
179,85,39,11,156,83,61,6,3,0,0,0,1
179,85,39,11,42,10,19,7,2,1,0,0,1
179,85,39,11,52,28,26,6,2,1,0,0,0
179,85,39,11,253,52,35,9,1,1,0,0,0
179,85,39,11,156,83,61,6,3,0,0,0,1
179,85,39,11,14,10,7,5,1,0,0,0,1
179,85,39,11,31,11,15,1,1,0,0,0,1
179,85,39,11,101,31,52,20,1,0,1,0,1
179,85,39,11,71,19,10,2,1,0,2,0,1
179,85,39,11,27,14,16,5,1,0,0,0,1
179,85,39,11,22,9,8,0,1,0,0,0,1
179,85,39,11,72,31,25,7,1,0,1,0,1
179,85,39,11,15,4,13,3,1,0,0,0,1
179,85,39,11,45,7,28,11,3,3,0,0,0
179,85,39,11,33,16,18,6,2,1,0,0,1
179,85,39,11,45,24,27,15,1,0,0,0,1
179,85,39,11,16,5,7,1,1,0,0,0,1
179,85,39,11,81,13,42,6,4,1,2,0,0
179,85,39,11,13,7,11,3,1,0,0,0,1
179,85,39,11,52,28,26,6,2,1,0,0,1
179,85,39,11,156,83,61,6,3,0,0,0,1
179,85,39,11,115,32,33,10,1,1,1,0,0
37,15,15,5,55,21,20,3,0,0,1,1,2
37,15,15,5,243,135,49,22,0,0,2,0,3
37,15,15,5,89,37,35,10,0,0,2,0,3
37,15,15,5,26,7,16,4,0,0,1,0,3
37,15,15,5,115,32,33,10,0,0,2,2,2
37,15,15,5,115,32,33,10,0,0,2,2,2
37,15,15,5,50,12,17,1,0,0,1,0,3
37,15,15,5,65,14,12,2,0,0,1,0,3
37,15,15,5,89,37,35,10,0,0,2,0,3
37,15,15,5,90,63,14,11,0,0,2,2,2
37,15,15,5,243,135,49,22,0,0,2,0,3
37,15,15,5,90,63,14,11,0,0,2,2,2
37,15,15,5,101,31,52,20,1,0,1,0,3
37,15,15,5,83,18,39,15,1,0,0,0,1
37,15,15,5,24,3,33,7,1,0,0,0,1
37,15,15,5,63,20,31,19,1,1,0,0,0
37,15,15,5,156,83,61,6,1,0,0,0,1
37,15,15,5,101,31,52,20,1,0,1,0,1
37,15,15,5,56,18,22,10,1,0,0,0,1
50,9,17,7,48,35,30,13,0,0,1,1,2
50,9,17,7,23,8,11,2,0,0,1,1,2
50,9,17,7,128,41,47,11,0,0,2,0,3
50,9,17,7,30,7,15,8,0,0,1,1,2
50,9,17,7,50,33,29,7,1,0,1,1,2
50,9,17,7,128,41,47,11,0,0,2,0,3
50,9,17,7,253,52,35,9,0,0,2,1,3
50,9,17,7,101,31,52,20,0,0,1,0,3
50,9,17,7,253,52,35,9,0,0,2,1,2
50,9,17,7,112,55,50,8,3,0,1,1,2
50,9,17,7,61,20,49,7,0,0,1,0,3
50,9,17,7,38,13,9,2,0,0,2,0,3
50,9,17,7,130,63,19,5,0,0,1,1,2
50,9,17,7,38,13,9,2,0,0,2,0,3
50,9,17,7,86,32,21,4,1,0,1,0,3
50,9,17,7,149,60,33,4,0,0,1,0,3
50,9,17,7,50,33,29,7,1,0,1,1,1
50,9,17,7,112,55,50,8,3,0,1,1,1
50,9,17,7,112,55,50,8,3,0,1,1,1
50,9,17,7,112,55,50,8,3,0,1,1,1
50,9,17,7,115,39,71,10,1,0,0,0,1
50,9,17,7,160,71,46,7,1,0,0,0,1
50,9,17,7,59,25,34,8,1,0,0,0,1
50,9,17,7,31,9,21,1,1,0,0,0,1
50,9,17,7,88,38,31,3,1,0,0,0,1
50,9,17,7,48,10,33,4,1,0,0,0,1
50,9,17,7,85,54,31,9,2,0,0,0,1
50,9,17,7,86,32,21,4,1,0,1,0,1
50,9,17,7,85,54,31,9,2,0,0,0,1
50,9,17,7,27,21,19,15,1,0,0,0,1
50,9,17,7,17,6,11,3,1,0,0,0,1
14,5,5,4,86,56,17,6,0,0,1,0,3
14,5,5,4,47,26,25,6,0,0,1,1,2
14,5,5,4,95,45,45,7,0,0,1,1,2
14,5,5,4,74,25,33,8,0,0,1,1,2
14,5,5,4,46,18,27,7,1,0,0,0,1
14,5,5,4,23,8,11,2,1,0,0,0,1
36,23,17,6,61,37,15,2,0,0,1,1,2
36,23,17,6,43,11,18,5,0,0,1,1,2
36,23,17,6,69,48,25,4,0,0,1,1,2
36,23,17,6,86,41,28,3,0,0,2,1,2
36,23,17,6,66,31,43,12,0,0,1,0,3
36,23,17,6,112,55,50,8,0,0,1,1,2
36,23,17,6,86,41,28,3,0,0,2,1,3
36,23,17,6,115,39,71,10,0,0,1,0,3
36,23,17,6,14,2,12,0,0,0,1,0,3
36,23,17,6,35,13,22,2,1,1,1,0,3
36,23,17,6,84,25,34,13,0,0,1,0,3
36,23,17,6,111,55,29,2,0,0,1,0,3
36,23,17,6,80,64,5,1,0,0,1,1,2
36,23,17,6,51,28,23,4,1,0,0,0,1
36,23,17,6,18,7,7,4,1,1,0,0,0
36,23,17,6,42,33,24,11,1,1,0,0,0
36,23,17,6,23,9,12,1,1,0,0,0,1
36,23,17,6,14,10,7,5,2,2,0,0,0
36,23,17,6,14,10,7,5,2,2,0,0,0
36,23,17,6,30,1,26,12,1,0,0,0,1
36,23,17,6,57,36,16,4,1,0,0,0,1
36,23,17,6,35,13,22,2,1,1,1,0,0
36,23,17,6,15,7,12,5,1,1,0,0,0
36,23,17,6,87,28,12,4,1,1,0,0,0
36,23,17,6,83,18,39,15,1,1,0,0,0
36,23,17,6,89,37,41,10,1,1,0,0,0
28,10,16,6,48,10,33,4,0,0,1,0,3
28,10,16,6,47,26,25,6,0,0,0,0,4
28,10,16,6,112,55,50,8,0,0,1,0,3
28,10,16,6,69,48,25,4,0,0,1,1,2
28,10,16,6,75,33,26,4,0,0,1,1,2
28,10,16,6,128,41,47,11,0,0,1,0,3
28,10,16,6,40,5,29,4,0,0,1,0,3
28,10,16,6,157,73,27,4,0,0,1,0,3
28,10,16,6,106,61,40,8,0,0,1,1,2
28,10,16,6,107,55,60,2,0,0,1,0,3
28,10,16,6,182,113,34,3,0,0,1,1,2
28,10,16,6,11,2,9,2,0,0,1,0,3
28,10,16,6,97,63,11,1,0,0,1,1,2
28,10,16,6,110,76,34,17,0,0,1,0,3
28,10,16,6,90,12,56,7,0,0,0,0,4
28,10,16,6,61,29,37,5,1,0,0,0,1
28,10,16,6,70,49,18,8,1,0,0,0,1
28,10,16,6,26,4,26,2,1,0,0,0,1
10,1,1,0,30,2,25,7,0,0,1,0,3
10,1,1,0,72,31,25,7,1,0,0,0,1
10,1,1,0,52,28,26,6,1,0,0,0,1
10,1,1,0,179,85,39,11,1,0,0,0,1
15,3,8,0,30,16,10,3,0,0,2,0,3
15,3,8,0,243,135,49,22,0,0,1,0,3
15,3,8,0,77,14,57,15,1,0,1,0,3
15,3,8,0,89,37,35,10,0,0,1,0,3
15,3,8,0,13,8,10,2,0,0,1,0,3
15,3,8,0,66,9,40,17,0,0,1,0,3
15,3,8,0,30,16,10,3,0,0,2,0,3
15,3,8,0,13,7,11,3,1,0,0,0,1
15,3,8,0,77,14,57,15,1,0,1,0,1
87,27,25,5,115,39,71,10,0,0,1,0,3
87,27,25,5,36,8,15,3,0,0,1,0,3
87,27,25,5,51,28,23,4,1,0,1,0,3
87,27,25,5,18,11,16,1,0,0,1,0,3
87,27,25,5,58,29,31,14,0,0,1,0,3
87,27,25,5,120,47,39,13,0,0,1,0,3
87,27,25,5,61,37,15,2,0,0,1,1,2
87,27,25,5,51,17,19,6,0,0,1,1,2
87,27,25,5,79,27,36,7,1,0,1,0,3
87,27,25,5,45,15,36,12,1,0,1,1,2
87,27,25,5,36,22,24,11,1,0,1,0,3
87,27,25,5,112,37,16,7,0,0,2,0,3
87,27,25,5,112,55,50,8,0,0,1,0,3
87,27,25,5,47,26,25,6,0,0,1,0,3
87,27,25,5,56,10,26,2,1,0,1,0,3
87,27,25,5,112,37,16,7,0,0,2,0,3
87,27,25,5,115,32,33,10,0,0,1,0,3
87,27,25,5,182,113,34,3,0,0,1,1,2
87,27,25,5,23,10,14,5,0,0,1,0,3
87,27,25,5,34,12,9,3,0,0,0,0,4
87,27,25,5,14,5,7,3,0,0,1,0,3
87,27,25,5,60,26,49,17,2,1,0,0,1
87,27,25,5,17,5,37,8,1,0,0,0,1
87,27,25,5,63,31,33,8,1,0,0,0,1
87,27,25,5,86,35,16,1,1,0,0,0,1
87,27,25,5,21,9,14,2,1,0,0,0,1
87,27,25,5,39,23,21,7,1,0,0,0,1
87,27,25,5,83,18,39,15,1,0,0,0,1
87,27,25,5,111,55,29,2,1,0,0,0,1
87,27,25,5,74,25,33,8,1,0,0,0,1
87,27,25,5,63,20,22,5,1,0,0,0,1
87,27,25,5,23,9,12,1,2,0,0,0,1
87,27,25,5,23,9,12,1,2,0,0,0,1
87,27,25,5,36,22,24,11,1,0,1,0,1
87,27,25,5,60,26,49,17,2,1,0,0,0
87,27,25,5,30,1,26,12,1,1,0,0,0
87,27,25,5,27,8,17,2,1,0,0,0,1
87,27,25,5,79,27,36,7,1,0,1,0,1
87,27,25,5,56,10,26,2,1,0,1,0,1
87,27,25,5,46,18,27,7,1,0,0,0,1
87,27,25,5,51,28,23,4,1,0,1,0,1
87,27,25,5,23,6,11,0,1,0,0,0,1
87,27,25,5,52,22,20,8,1,1,0,0,0
87,27,25,5,45,15,36,12,1,0,1,1,1
87,27,25,5,19,11,22,11,1,0,0,0,1
87,27,25,5,10,2,6,1,1,0,0,0,1
87,27,25,5,16,5,7,1,1,0,0,0,1
42,10,19,7,46,23,11,1,0,0,1,0,3
42,10,19,7,253,52,35,9,0,0,1,1,2
42,10,19,7,130,63,19,5,0,0,1,1,2
42,10,19,7,87,28,12,4,0,0,1,0,3
42,10,19,7,156,83,61,6,1,0,4,2,2
42,10,19,7,156,83,61,6,1,0,4,2,3
42,10,19,7,179,85,39,11,0,0,2,1,2
42,10,19,7,179,85,39,11,0,0,2,1,3
42,10,19,7,58,29,31,14,0,0,1,1,2
42,10,19,7,23,6,11,0,2,0,1,0,3
42,10,19,7,11,7,2,0,0,0,1,1,2
42,10,19,7,10,3,10,2,0,0,1,0,3
42,10,19,7,156,83,61,6,1,0,4,2,3
42,10,19,7,81,13,42,6,1,0,1,0,3
42,10,19,7,156,83,61,6,1,0,4,2,2
42,10,19,7,67,19,46,15,1,0,1,0,3
42,10,19,7,41,27,21,9,1,0,0,0,1
42,10,19,7,25,9,27,12,1,1,0,0,0
42,10,19,7,14,2,12,0,1,0,0,0,1
42,10,19,7,23,6,11,0,2,0,1,0,1
42,10,19,7,81,13,42,6,1,0,1,0,1
42,10,19,7,67,19,46,15,1,0,1,0,1
42,10,19,7,99,76,27,6,1,0,0,0,1
42,10,19,7,27,20,5,0,1,0,0,0,1
42,10,19,7,156,83,61,6,1,0,4,2,1
42,10,19,7,23,6,11,0,2,0,1,0,1
42,10,19,7,30,2,25,7,1,1,0,0,0
26,4,26,2,51,20,20,8,0,0,1,0,3
26,4,26,2,72,41,46,19,0,0,1,0,3
26,4,26,2,88,38,31,3,1,0,1,0,3
26,4,26,2,107,55,60,2,0,0,1,0,3
26,4,26,2,83,18,39,15,0,0,1,0,3
26,4,26,2,146,44,62,22,0,0,2,0,3
26,4,26,2,92,24,40,2,0,0,1,0,3
26,4,26,2,95,49,26,10,0,0,1,0,3
26,4,26,2,45,12,34,10,0,0,1,0,3
26,4,26,2,41,15,19,4,0,0,2,0,3
26,4,26,2,149,60,33,4,0,0,1,0,3
26,4,26,2,41,15,19,4,0,0,2,0,3
26,4,26,2,28,10,16,6,0,0,1,0,3
26,4,26,2,67,19,46,15,1,0,1,0,3
26,4,26,2,27,13,11,4,0,0,1,0,3
26,4,26,2,34,17,17,6,0,0,1,0,3
26,4,26,2,130,63,19,5,0,0,1,0,3
26,4,26,2,65,43,53,21,0,0,0,0,4
26,4,26,2,146,44,62,22,0,0,2,0,3
26,4,26,2,11,6,2,0,0,0,1,1,2
26,4,26,2,88,38,31,3,1,0,1,0,1
26,4,26,2,67,19,46,15,1,0,1,0,1
129,56,24,1,24,4,13,1,0,0,2,0,3
129,56,24,1,31,8,11,0,0,0,1,0,3
129,56,24,1,128,67,47,3,1,0,2,0,3
129,56,24,1,42,16,3,0,0,0,2,0,3
129,56,24,1,38,18,35,14,2,1,1,0,3
129,56,24,1,42,16,3,0,0,0,2,0,3
129,56,24,1,58,24,21,4,2,0,2,0,3
129,56,24,1,24,4,13,1,0,0,2,0,3
129,56,24,1,166,47,52,4,1,0,1,0,3
129,56,24,1,216,112,24,0,0,0,1,0,3
129,56,24,1,128,67,47,3,1,0,2,0,3
129,56,24,1,63,25,31,4,0,0,1,0,3
129,56,24,1,78,23,17,5,4,2,3,0,3
129,56,24,1,78,23,17,5,4,2,3,0,3
129,56,24,1,40,12,16,4,1,0,1,0,3
129,56,24,1,78,23,17,5,4,2,3,0,3
129,56,24,1,32,13,9,2,0,0,1,0,3
129,56,24,1,58,24,21,4,2,0,2,0,3
129,56,24,1,30,20,7,2,0,0,1,0,3
129,56,24,1,41,16,18,5,0,0,1,0,3
129,56,24,1,46,18,28,7,2,2,0,0,0
129,56,24,1,128,67,47,3,1,0,2,0,1
129,56,24,1,166,47,52,4,1,0,1,0,1
129,56,24,1,28,6,14,7,3,1,0,0,0
129,56,24,1,48,24,17,2,2,0,0,0,1
129,56,24,1,28,6,14,7,3,1,0,0,1
129,56,24,1,22,1,18,3,1,1,0,0,0
129,56,24,1,40,12,16,4,1,0,1,0,1
129,56,24,1,77,44,25,0,1,0,0,0,1
129,56,24,1,48,24,17,2,2,0,0,0,1
129,56,24,1,58,24,21,4,2,0,2,0,1
129,56,24,1,63,21,34,9,1,0,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,0
129,56,24,1,58,24,21,4,2,0,2,0,1
129,56,24,1,42,16,18,0,1,0,0,0,1
129,56,24,1,16,14,8,1,1,0,0,0,1
129,56,24,1,37,11,24,8,1,0,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,1
129,56,24,1,25,15,15,1,1,0,0,0,1
129,56,24,1,28,6,14,7,3,1,0,0,1
129,56,24,1,46,18,28,7,2,2,0,0,0
129,56,24,1,29,15,20,2,1,0,0,0,1
129,56,24,1,111,29,55,9,1,0,0,0,1
129,56,24,1,26,6,11,5,1,0,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,1
129,56,24,1,78,23,17,5,4,2,3,0,0
129,56,24,1,31,1,19,5,9,4,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,0
129,56,24,1,31,1,19,5,9,4,0,0,0
129,56,24,1,78,23,17,5,4,2,3,0,1
129,56,24,1,9,3,21,5,2,2,0,0,0
129,56,24,1,78,23,17,5,4,2,3,0,1
129,56,24,1,38,18,35,14,2,1,1,0,0
129,56,24,1,9,3,21,5,2,2,0,0,0
129,56,24,1,40,13,9,2,1,0,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,1
129,56,24,1,57,48,26,3,1,0,0,0,1
129,56,24,1,31,1,19,5,9,4,0,0,0
129,56,24,1,78,23,17,5,4,2,3,0,0
129,56,24,1,7,1,5,1,1,1,0,0,0
129,56,24,1,38,18,35,14,2,1,1,0,1
35,13,22,2,66,31,43,12,0,0,1,0,3
35,13,22,2,112,55,50,8,0,0,2,0,3
35,13,22,2,86,35,16,1,0,0,1,0,3
35,13,22,2,90,12,56,7,0,0,1,0,3
35,13,22,2,25,21,3,1,0,0,1,0,3
35,13,22,2,30,1,26,12,0,0,1,0,3
35,13,22,2,149,60,33,4,0,0,1,0,3
35,13,22,2,111,55,29,2,0,0,2,1,2
35,13,22,2,46,18,27,7,0,0,1,0,3
35,13,22,2,75,15,24,8,0,0,1,0,3
35,13,22,2,84,25,34,13,0,0,1,0,3
35,13,22,2,81,13,42,6,0,0,1,0,3
35,13,22,2,112,55,50,8,0,0,2,0,3
35,13,22,2,111,55,29,2,0,0,2,1,3
35,13,22,2,69,48,25,4,0,0,0,0,4
35,13,22,2,50,12,17,1,0,0,1,0,3
35,13,22,2,39,36,9,2,0,0,1,0,3
35,13,22,2,36,23,17,6,1,0,1,1,2
35,13,22,2,51,28,23,4,0,0,1,0,3
35,13,22,2,79,27,36,7,1,0,0,0,1
35,13,22,2,16,6,6,3,1,1,0,0,0
35,13,22,2,39,23,21,7,2,0,0,0,1
35,13,22,2,50,10,27,5,1,0,0,0,1
35,13,22,2,115,39,71,10,2,0,0,0,1
35,13,22,2,39,23,21,7,2,0,0,0,1
35,13,22,2,42,18,23,2,1,0,0,0,1
35,13,22,2,14,6,7,1,1,0,0,0,1
35,13,22,2,115,39,71,10,2,0,0,0,1
35,13,22,2,36,23,17,6,1,0,1,1,1
35,13,22,2,43,29,27,6,1,1,0,0,0
